,TABLE,VALUE,CLUSTER,OBSERVED,EXPECTED,DIFF,INDCHI2,INFLUENCE,rank
219,NEWRACE2,NonHisp Black,7,816439.1942973703,1020575.1625857938,-204135.9682884235,40831.38124140775,0.0016929615713861584,50.0
220,NEWRACE2,NonHisp NatAmer,7,54965.88217307375,48034.41619138544,6931.465981688307,1000.2249317213257,4.147159171851143e-05,81.0
221,NEWRACE2,NonHisp HI/PI,7,27038.560835329998,34180.693502970644,-7142.132667640646,1492.3646601186254,6.187681981998245e-05,77.0
222,NEWRACE2,NonHisp Asian,7,151125.59767449874,483908.2033809686,-332782.60570646985,228853.86502448202,0.009488799721443984,21.0
223,NEWRACE2,NonHisp >1 Race,7,164964.24655042,147438.29491781112,17525.951632608892,2083.3052959529327,8.637855738117528e-05,74.0
224,NEWRACE2,Hispanic,7,988021.234802652,1386895.7291132617,-398874.49431060965,114717.24865233288,0.004756437025612957,29.0
225,NEWRACE2,NonHisp White,8,5381576.305266937,4349064.005222058,1032512.3000448793,245128.98602179438,0.010163603109926166,19.0
226,NEWRACE2,NonHisp Black,8,389675.85615955875,812150.0214652307,-422474.165305672,219767.79613785358,0.009112070720554102,22.0
227,NEWRACE2,NonHisp NatAmer,8,48070.2191792175,38224.673273512155,9845.545905705345,2535.92158885822,0.00010514505430523315,73.0
228,NEWRACE2,NonHisp HI/PI,8,20348.959931865,27200.202375883782,-6851.242444018782,1725.704918590677,7.155163557786537e-05,76.0
229,NEWRACE2,NonHisp Asian,8,122375.64904505324,385082.914194492,-262707.26514943875,179221.42120135817,0.007430926156262723,23.0
230,NEWRACE2,NonHisp >1 Race,8,182865.20015411873,117327.97227683985,65537.22787727888,36607.87921659347,0.0015178456089256225,51.0
231,NEWRACE2,Hispanic,8,687797.0231508558,1103659.4240795914,-415862.4009287356,156698.28276095126,0.006497065809457941,25.0
232,NEWRACE2,NonHisp White,9,3638004.444212322,3956510.581901991,-318506.1376896687,25640.3104821781,0.001063105361733794,52.0
233,NEWRACE2,NonHisp Black,9,969020.4626546358,738844.0708531373,230176.39180149848,71708.19044616546,0.0029731840336541283,38.0
234,NEWRACE2,NonHisp NatAmer,9,77185.34942883225,34774.453563985924,42410.89586484633,51724.294811684464,0.0021446064463385562,45.0
235,NEWRACE2,NonHisp HI/PI,9,25860.7487894175,24745.068916171316,1115.679873246183,50.302611149858606,2.0856602208384033e-06,88.0
236,NEWRACE2,NonHisp Asian,9,398586.1251379875,350324.71885691915,48261.40628106834,6648.584044614984,0.0002756653571211949,62.0
237,NEWRACE2,NonHisp >1 Race,9,117949.45398929325,106737.76318514273,11211.690804150523,1177.671397046574,4.882892418291754e-05,79.0
238,NEWRACE2,Hispanic,9,989371.4449424834,1004041.3718776265,-14669.92693514307,214.3405265063776,8.887043825938006e-06,86.0
239,NEWRACE2,NonHisp White,10,205324.0959088725,351936.97489791136,-146612.87898903887,61077.23205750077,0.0025324004140012428,40.0
240,NEWRACE2,NonHisp Black,10,196245.8164622455,65721.18078155376,130524.63568069175,259226.63465533877,0.010748123561056326,18.0
241,NEWRACE2,NonHisp NatAmer,10,6956.1532774775,3093.2347425073212,3862.9185349701784,4824.1213001896285,0.00020001899834444335,66.0
242,NEWRACE2,NonHisp HI/PI,10,9240.18382613,2201.107394438254,7039.076431691747,22510.758510192343,0.0009333470468508611,54.0
243,NEWRACE2,NonHisp Asian,10,13535.42741161,31161.85821679158,-17626.430805181582,9970.235432315723,0.0004133885489885337,59.0
244,NEWRACE2,NonHisp >1 Race,10,9002.46183558775,9494.468599320764,-492.00676373301394,25.495966733341092,1.0571205428905103e-06,89.0
245,NEWRACE2,Hispanic,10,112615.525797471,89310.83988687131,23304.685910599685,6081.102653156668,0.0002521362929796814,63.0
246,NEWRACE2,NonHisp White,11,2421868.153332017,2019189.390715104,402678.76261691283,80304.59480834629,0.003329610434005965,35.0
247,NEWRACE2,NonHisp Black,11,250985.0683233125,377066.1238929979,-126081.05556968541,42158.20930675045,0.001747974868956995,47.0
248,NEWRACE2,NonHisp NatAmer,11,26109.5280577665,17747.003641415962,8362.524416350538,3940.4857308340147,0.00016338146572744962,70.0
249,NEWRACE2,NonHisp HI/PI,11,16951.8360603975,12628.547199291916,4323.288861105586,1480.0456680882207,6.13660465012357e-05,78.0
250,NEWRACE2,NonHisp Asian,11,81320.29793108,178786.8226251759,-97466.5246940959,53134.360219941074,0.002203070952724113,44.0
251,NEWRACE2,NonHisp >1 Race,11,91095.05290109753,54473.19160422766,36621.86129686987,24620.564452902156,0.0010208243810848454,53.0
252,NEWRACE2,Hispanic,11,283969.6515213546,512408.5084488124,-228438.8569274578,101841.2272510821,0.004222568007178748,31.0
253,NEWRACE2,NonHisp White,12,89365.0579133975,100009.13356370527,-10644.075650307772,1132.8599940055042,4.697094189081979e-05,80.0
254,NEWRACE2,NonHisp Black,12,27947.779024475,18675.839185846897,9271.939838628103,4603.213141623573,0.0001908596456140796,67.0
255,NEWRACE2,NonHisp NatAmer,12,3120.9204550525,878.9975153848039,2241.922939667696,5718.125909841607,0.00023708645486359735,64.0
256,NEWRACE2,NonHisp HI/PI,12,2318.5513671500003,625.4837061729289,1693.0676609770712,4582.818187519451,0.0001900140246113434,69.0
257,NEWRACE2,NonHisp Asian,12,6582.53324205,8855.194716043607,-2272.6614739936067,583.2723436354257,2.418379279380638e-05,84.0
258,NEWRACE2,NonHisp >1 Race,12,2194.08088986,2698.0216515792736,-503.9407617192737,94.12685445780235,3.902712633951133e-06,87.0
259,NEWRACE2,Hispanic,12,25593.0066664525,25379.25921970473,213.74744674776957,1.8002090051437734,7.464074379832663e-08,91.0
260,EDUHIGHCAT,< High School,0,6755392.152662202,6454163.749939239,301228.40272296313,14058.916712158396,0.0013503123607482275,43.0
261,EDUHIGHCAT,HS Grad,0,13565822.403711095,12898246.639044821,667575.7646662742,34551.7816522978,0.0033185841275112527,34.0
262,EDUHIGHCAT,Some Coll,0,14873915.137345612,16143107.001657823,-1269191.864312211,99785.49905361336,0.009584066507698833,17.0
263,EDUHIGHCAT,Coll Grad,0,17014098.448976915,16713710.752053948,300387.6969229672,5398.727416148188,0.0005185298776278223,46.0
264,EDUHIGHCAT,< High School,1,5757120.129029526,7720979.561620944,-1963859.4325914178,499514.84007925546,0.04797674506122314,6.0
265,EDUHIGHCAT,HS Grad,1,14854849.61540543,15429899.602678755,-575049.9872733261,21431.279293978256,0.0020584033556639183,40.0
266,EDUHIGHCAT,Some Coll,1,21019417.762144055,19311657.412167985,1707760.3499760702,151019.9435866536,0.014504965120691073,13.0
267,EDUHIGHCAT,Coll Grad,1,20825407.678010855,19994258.608122177,831149.0698886774,34550.35717584394,0.0033184473112683925,35.0
268,EDUHIGHCAT,< High School,2,4910072.464130283,5308384.673553245,-398312.2094229618,29887.173958176045,0.0028705640164050613,37.0
269,EDUHIGHCAT,HS Grad,2,9570673.893548636,10608478.096803749,-1037804.2032551132,101526.1147231367,0.009751246874578507,16.0
270,EDUHIGHCAT,Some Coll,2,12675342.954479925,13277292.785132265,-601949.8306523394,27290.472876227268,0.0026211594826196544,38.0
271,EDUHIGHCAT,Coll Grad,2,15784666.02478785,13746599.781457437,2038066.2433304135,302163.0132715307,0.029021756095092346,8.0
272,EDUHIGHCAT,< High School,3,6550819.71574946,3289022.8644890543,3261796.851260406,3234796.210680981,0.31069145633436657,1.0
273,EDUHIGHCAT,HS Grad,3,7811770.541177494,6572908.551946314,1238861.9892311804,233500.74266701483,0.02242697254152485,10.0
274,EDUHIGHCAT,Some Coll,3,6094121.602654029,8226479.849205216,-2132358.2465511877,552721.4282393397,0.05308706153416083,5.0
275,EDUHIGHCAT,Coll Grad,3,6148957.248251707,8517257.842192104,-2368300.593940397,658527.4048501597,0.06324937496013558,4.0
276,EDUHIGHCAT,< High School,4,1240187.213705213,1937000.5667516037,-696813.3530463907,250670.4733690558,0.024076068277161005,9.0
277,EDUHIGHCAT,HS Grad,4,3438812.9416191312,3870975.70156428,-432162.7599451486,48247.43565503024,0.004634006308825345,29.0
278,EDUHIGHCAT,Some Coll,4,5680003.140134914,4844811.601136919,835191.5389979947,143977.71559375973,0.013828582459017856,15.0
279,EDUHIGHCAT,Coll Grad,4,5309843.734183841,5016059.160190296,293784.573993545,17206.61044063411,0.001652637912313281,42.0
280,EDUHIGHCAT,< High School,5,874729.8860085503,1455209.4733070307,-580479.5872984804,231551.92255893225,0.02223979482828448,11.0
281,EDUHIGHCAT,HS Grad,5,2425782.0182657605,2908146.0318333716,-482364.0135676111,80008.03227834128,0.007684506363933157,19.0
282,EDUHIGHCAT,Some Coll,5,4228059.775353678,3639759.254270962,588300.5210827156,95088.02064314485,0.009132889273216892,18.0
283,EDUHIGHCAT,Coll Grad,5,4242955.40442132,3768412.324637945,474543.0797833754,59757.56238190482,0.0057395158378515795,24.0
284,EDUHIGHCAT,< High School,6,1028822.0371693913,1303817.6863127693,-274995.649143378,58000.90598682595,0.005570794812439213,26.0
285,EDUHIGHCAT,HS Grad,6,2828601.5585144116,2605598.9190805997,223002.63943381188,19085.891090250483,0.0018331365910128545,41.0
286,EDUHIGHCAT,Some Coll,6,3710063.404655667,3261099.2277658153,448964.1768898517,61810.0885781624,0.005936654177192424,22.0
287,EDUHIGHCAT,Coll Grad,6,2979396.7910465244,3376367.9582268093,-396971.16718028486,46673.26237014708,0.004482812181421553,30.0
288,EDUHIGHCAT,< High School,7,661671.4695913268,1061437.3857088983,-399765.9161175715,150562.61428231836,0.014461040156540586,14.0
289,EDUHIGHCAT,HS Grad,7,1715058.1427313534,2121216.8955126377,-406158.7527812843,77769.00740788276,0.007469455444968101,21.0
290,EDUHIGHCAT,Some Coll,7,3050276.4038135316,2654859.39882142,395417.0049921116,58893.743264273275,0.005656548874189311,25.0
291,EDUHIGHCAT,Coll Grad,7,3159207.2837950448,2748699.6198883024,410507.66390674235,61307.73290281128,0.0058884045793175036,23.0
292,EDUHIGHCAT,< High School,8,676602.6233718225,844667.2299993513,-168064.6066275288,33440.04715429494,0.0032118057131242297,36.0
293,EDUHIGHCAT,HS Grad,8,1736588.257319838,1688015.1608414021,48573.09647843591,1397.7040942733072,0.0001342448464420769,47.0
294,EDUHIGHCAT,Some Coll,8,2518492.482371404,2112675.476323608,405817.006047796,77952.0774691716,0.007487038717684091,20.0
295,EDUHIGHCAT,Coll Grad,8,1901025.849824542,2187351.3457232453,-286325.49589870335,37480.16511473196,0.0035998456547892284,33.0
296,EDUHIGHCAT,< High School,9,1746638.1620952706,768426.2245084253,978211.9375868452,1245270.611956995,0.11960411561068895,2.0
297,EDUHIGHCAT,HS Grad,9,2341401.6204360104,1535652.2318965034,805749.388539507,422772.8541962912,0.04060593163030528,7.0
298,EDUHIGHCAT,Some Coll,9,1320833.3456313838,1921982.032952949,-601148.6873215651,188024.51743693673,0.018059131810578707,12.0
299,EDUHIGHCAT,Coll Grad,9,807104.9009923075,1989917.5397970958,-1182812.6388047882,703067.1927536263,0.0675272739890944,3.0
300,EDUHIGHCAT,< High School,10,123096.3809445795,68352.55341481042,54743.827529769085,43844.54571026673,0.004211123320245815,31.0
301,EDUHIGHCAT,HS Grad,10,191500.22690119725,136598.34589121013,54901.88100998712,22066.27407359216,0.0021193924999542268,39.0
302,EDUHIGHCAT,Some Coll,10,156867.5843946075,170962.90493438506,-14095.320539777575,1162.1121037650096,0.00011161701647552513,50.0
303,EDUHIGHCAT,Coll Grad,10,81455.47227901,177005.8602789887,-95550.38799997869,51579.5162519273,0.004954041608067734,28.0
304,EDUHIGHCAT,< High School,11,265029.73419479677,392163.2579910311,-127133.52379623434,41214.806699758024,0.003958545602905703,32.0
305,EDUHIGHCAT,HS Grad,11,685411.1976761488,783713.9899630379,-98302.79228688905,12330.313220330552,0.0011842857237293833,44.0
306,EDUHIGHCAT,Some Coll,11,1216806.7322193426,980875.8626441043,235930.86957523832,56748.64408272703,0.0054505192063865416,27.0
307,EDUHIGHCAT,Coll Grad,11,1005051.9240367373,1015546.4775288523,-10494.553492114996,108.44964306001843,1.041622882764726e-05,51.0
308,EDUHIGHCAT,< High School,12,32866.8493350325,19423.590391049423,13443.258943983077,9304.212423994437,0.0008936387703528894,45.0
309,EDUHIGHCAT,HS Grad,12,31994.592518065,38816.84276787912,-6822.250249814118,1199.043898274054,0.00011516419295086823,49.0
310,EDUHIGHCAT,Some Coll,12,49944.623543885,48582.14172859117,1362.4818152938315,38.21068052901189,3.670009239496024e-06,52.0
311,EDUHIGHCAT,Coll Grad,12,42315.864161455,50299.35467091778,-7983.490509462783,1267.1359529694612,0.00012170420915598853,48.0
312,IRWRKSTAT,Empl Full Time,0,24069196.35442557,25893387.671928927,-1824191.3175033554,128514.43020961547,0.012230959121014724,19.0
313,IRWRKSTAT,Empl Part Time,0,5564400.302867158,6790361.147104631,-1225960.8442374729,221340.21431898637,0.021065362922720307,14.0
314,IRWRKSTAT,Unemployed,0,1513713.293241604,2208938.162188629,-695224.8689470252,218809.93622904975,0.020824551615909577,15.0
315,IRWRKSTAT,Other,0,21061918.19216149,17316541.16147364,3745377.03068785,810083.7789254194,0.07709719109732012,4.0
316,IRWRKSTAT,Empl Full Time,1,34882132.245573334,30975711.91898766,3906420.326585673,492647.91097852,0.046886224764047905,7.0
317,IRWRKSTAT,Empl Part Time,1,7985705.354641838,8123165.395875398,-137460.04123356007,2326.0960493955045,0.00022137891943578488,48.0
318,IRWRKSTAT,Unemployed,1,2605695.3942287015,2642505.9951885324,-36810.60095983092,512.7785312469006,4.8802093613807717e-05,51.0
319,IRWRKSTAT,Other,1,16983262.19014599,20715411.874538276,-3732149.6843922846,672395.091686773,0.06399310074501302,6.0
320,IRWRKSTAT,Empl Full Time,2,20994096.949217968,21296649.35528387,-302552.4060659036,4298.232876410491,0.00040907087646290517,44.0
321,IRWRKSTAT,Empl Part Time,2,5932841.623406743,5584898.437310489,347943.1860962538,21677.110534728567,0.0020630512260727085,31.0
322,IRWRKSTAT,Unemployed,2,1507668.780158541,1816795.1634476862,-309126.3832891453,52597.63057938103,0.005005815054615634,26.0
323,IRWRKSTAT,Other,2,14506147.984163444,14242412.380904647,263735.6032587979,4883.756105780162,0.0004647962192990682,41.0
324,IRWRKSTAT,Empl Full Time,3,8707680.35707569,13195194.20201494,-4487513.8449392505,1526145.064651369,0.14524608534655167,2.0
325,IRWRKSTAT,Empl Part Time,3,3684817.5125243287,3460348.069287135,224469.44323719386,14561.116378560122,0.0013858087289654545,33.0
326,IRWRKSTAT,Unemployed,3,1552269.7970811073,1125668.390695732,426601.4063853752,161671.7333756701,0.015386601790290343,16.0
327,IRWRKSTAT,Other,3,12660901.441151567,8824458.445834883,3836442.9953166842,1667897.803208699,0.15873695907768595,1.0
328,IRWRKSTAT,Empl Full Time,4,9363160.764198711,7771031.002446676,1592129.7617520355,326195.7361202777,0.03104465940073019,9.0
329,IRWRKSTAT,Empl Part Time,4,2205128.457772191,2037898.9285038775,167229.52926831366,13722.817686465341,0.0013060262717154185,34.0
330,IRWRKSTAT,Unemployed,4,821325.2587242645,662938.629674356,158386.6290499085,37841.095900711116,0.0036014079998727354,27.0
331,IRWRKSTAT,Other,4,3279232.548947932,5196978.469018189,-1917745.920070257,707670.7044046914,0.067350346903424,5.0
332,IRWRKSTAT,Empl Full Time,5,6115865.26838128,5838138.680097353,277726.5882839272,13211.75499012706,0.0012573874773248303,36.0
333,IRWRKSTAT,Empl Part Time,5,2193876.1824736977,1531011.3364470622,662864.8460266355,286993.17479750613,0.027313678185657136,10.0
334,IRWRKSTAT,Unemployed,5,521741.09196017345,498045.5817527991,23695.510207374347,1127.3610781000093,0.00010729306614342074,50.0
335,IRWRKSTAT,Other,5,2940044.541234158,3904331.4857520936,-964286.9445179356,238158.392739191,0.02266598047525461,13.0
336,IRWRKSTAT,Empl Full Time,6,5946773.424905545,5230771.655821683,716001.7690838622,98008.20358132965,0.009327624373170527,20.0
337,IRWRKSTAT,Empl Part Time,6,1272563.071077882,1371733.5510939634,-99170.48001608136,7169.602361024639,0.0006823444904093109,39.0
338,IRWRKSTAT,Unemployed,6,505496.7179024388,446231.7281398187,59264.98976262007,7871.109986296029,0.0007491082855238342,38.0
339,IRWRKSTAT,Other,6,2822050.577500128,3498146.8563305275,-676096.2788303993,130670.95151282655,0.012436199294123306,18.0
340,IRWRKSTAT,Empl Full Time,7,4893839.446946772,4258368.827084375,635470.6198623972,94830.42101470326,0.009025188852081685,21.0
341,IRWRKSTAT,Empl Part Time,7,1276474.5229181508,1116727.6603525698,159746.862565581,22851.64145704945,0.0021748335346729424,30.0
342,IRWRKSTAT,Unemployed,7,433479.60440129373,363277.047020722,70202.55738057173,13566.502764737956,0.0012911494877267734,35.0
343,IRWRKSTAT,Other,7,1982419.72566504,2847839.7654735893,-865420.0398085492,262989.4611285063,0.02502919977993089,11.0
344,IRWRKSTAT,Empl Full Time,8,3925453.532211442,3388711.0534425867,536742.4787688553,85015.35951914884,0.00809107105903256,22.0
345,IRWRKSTAT,Empl Part Time,8,958125.6080080313,888665.9469825324,69459.66102549888,5429.086740815602,0.000516696357623429,40.0
346,IRWRKSTAT,Unemployed,8,438956.54239510524,289087.4404469971,149869.10194810812,77695.3425717936,0.0073944113306097965,23.0
347,IRWRKSTAT,Other,8,1510173.5302730277,2266244.7720154896,-756071.2417424619,252242.70990004126,0.024006411329290146,12.0
348,IRWRKSTAT,Empl Full Time,9,1865797.5614970818,3082840.6125674546,-1217043.0510703728,480463.95331645536,0.04572665468422245,8.0
349,IRWRKSTAT,Empl Part Time,9,578927.2902310537,808453.5474278033,-229526.25719674956,65164.29164095304,0.006201807734044988,24.0
350,IRWRKSTAT,Unemployed,9,295889.0275092915,262993.9490083696,32895.078500921896,4114.4908225526415,0.00039158380091908424,45.0
351,IRWRKSTAT,Other,9,3475364.149917545,2061689.920151344,1413674.2297662008,969338.2153987334,0.09225373421211504,3.0
352,IRWRKSTAT,Empl Full Time,10,199069.79767385375,274222.84784029186,-75153.0501664381,20596.31789911452,0.001960190165856141,32.0
353,IRWRKSTAT,Empl Part Time,10,81198.10641829525,71913.0380008862,9285.068417409057,1198.8437411711727,0.0001140962051252349,49.0
354,IRWRKSTAT,Unemployed,10,49712.770355583,23393.667959297258,26319.102396285743,29610.369444902663,0.002818074341130688,29.0
355,IRWRKSTAT,Other,10,222938.99007166224,183390.11071891896,39548.87935274327,8528.888782095519,0.0008117103260026466,37.0
356,IRWRKSTAT,Empl Full Time,11,1816976.3446423656,1573315.407428893,243660.93721347256,37736.01405249768,0.0035914071634860134,28.0
357,IRWRKSTAT,Empl Part Time,11,455796.95507963677,412591.0425513045,43205.912528332265,4524.458082906087,0.00043060115324410135,43.0
358,IRWRKSTAT,Unemployed,11,222638.37637335,134217.91264480527,88420.46372854474,58249.88819980347,0.005543751003007353,25.0
359,IRWRKSTAT,Other,11,676887.9120316731,1052175.2255020223,-375287.3134703492,133856.57088114118,0.012739380658312661,17.0
360,IRWRKSTAT,Empl Full Time,12,76226.4741751725,77925.28598006691,-1698.8118048944161,37.034981805351926,3.5246886109984243e-06,52.0
361,IRWRKSTAT,Empl Part Time,12,28348.47875553,20435.365236882706,7913.113518647293,3064.1666949991077,0.00029162248570359215,46.0
362,IRWRKSTAT,Unemployed,12,12154.739509802499,6647.725673510121,5507.013836292378,4562.041648915151,0.0004341780516416513,42.0
363,IRWRKSTAT,Other,12,40392.2371179325,52113.55266797774,-11721.315550045241,2636.3437376656548,0.00025090577324070193,47.0
364,GOVTPROG,Yes,0,7499065.319898354,9149031.456945358,-1649966.137047004,297560.2681238078,0.13627585503500733,4.0
365,GOVTPROG,No,0,44710162.82279747,43060196.68575046,1649966.1370470077,63222.84761654888,0.028954630505670754,10.0
366,GOVTPROG,Yes,1,10881902.198611576,10944792.79184189,-62890.59323031455,361.37977137484614,0.00016550374029093148,25.0
367,GOVTPROG,No,1,51574892.98597829,51512002.39274798,62890.5932303071,76.7826241096925,3.516470064486651e-05,26.0
368,GOVTPROG,Yes,2,5950583.421378599,7524844.464065926,-1574261.0426873276,329348.7117717625,0.15083424136014242,3.0
369,GOVTPROG,No,2,36990171.9155681,35415910.87288077,1574261.0426873267,69976.96146848817,0.03204786148701214,9.0
370,GOVTPROG,Yes,3,6018804.492399744,4662319.522045933,1356484.970353811,394664.3867060237,0.18074733931834014,1.0
371,GOVTPROG,No,3,20586864.615432948,21943349.58578676,-1356484.970353812,83854.63065254304,0.03840351926980178,6.0
372,GOVTPROG,Yes,4,3207194.7630871143,2745774.6354046646,461420.12768244976,77540.42574550565,0.035511756609422886,8.0
373,GOVTPROG,No,4,12461652.266555985,12923072.394238437,-461420.12768245116,16475.07092240787,0.007545208877750318,15.0
374,GOVTPROG,Yes,5,1935392.813487754,2062816.7743429583,-127423.96085520438,7871.210861759824,0.003604836079462229,18.0
375,GOVTPROG,No,5,9836134.270561555,9708710.309706353,127423.96085520275,1672.40192384722,0.0007659221561113932,22.0
376,GOVTPROG,Yes,6,2155355.038963322,1848212.9503314109,307142.0886319112,51041.879450231616,0.02337602331296445,12.0
377,GOVTPROG,No,6,8391528.752422672,8698670.841054583,-307142.0886319112,10844.905426693434,0.004966720755815155,17.0
378,GOVTPROG,Yes,7,1558593.363394029,1504629.3226632148,53964.04073081422,1935.4386147695748,0.0008863869956783086,21.0
379,GOVTPROG,No,7,7027619.936537228,7081583.977268042,-53964.04073081445,411.22405684165136,0.00018833129271729118,24.0
380,GOVTPROG,Yes,8,1627237.0733831224,1197349.0846103367,429887.98877278576,154344.0298793505,0.07068606562958776,5.0
381,GOVTPROG,No,8,5205472.139504484,5635360.128277271,-429887.98877278715,32793.588818538636,0.015018720019614224,14.0
382,GOVTPROG,Yes,9,1740942.7937085596,1089274.4548719458,651668.3388366138,389866.5042062294,0.1785500179348787,2.0
383,GOVTPROG,No,9,4475035.235446412,5126703.574283026,-651668.338836614,82835.22105166041,0.03793665278971992,7.0
384,GOVTPROG,Yes,10,169936.00606521725,96892.43805760672,73043.56800761053,55064.80107467543,0.025218430189281004,11.0
385,GOVTPROG,No,10,382983.658454177,456027.2264617876,-73043.56800761056,11699.658524071701,0.005358178291202839,16.0
386,GOVTPROG,Yes,11,604938.5378122481,555906.8723119862,49031.66550026194,4324.652817712145,0.0019805929204838044,20.0
387,GOVTPROG,No,11,2567361.050314777,2616392.7158150394,-49031.66550026229,918.8621445082651,0.00042081802517419345,23.0
388,GOVTPROG,Yes,12,59432.650114882505,27533.70481128648,31898.945303596025,36956.258464160805,0.016925128320568583,13.0
389,GOVTPROG,No,12,97689.279443555,129588.22474715103,-31898.945303596032,7852.123242425866,0.0035960943826566743,19.0
390,INCOME,<20k,0,7241489.8121197,8300835.407310102,-1059345.5951904021,135192.78903675577,0.02162877788574147,10.0
391,INCOME,20k-49999,0,15920084.707723722,15305955.402346464,614129.305377258,24641.04943526322,0.003942190917904543,21.0
392,INCOME,50k-74999,0,8524551.427104486,8265498.803724406,259052.62338007987,8119.081893746417,0.0012989288864233978,31.0
393,INCOME,>75k,0,20523102.195747916,20336938.52931485,186163.66643306613,1704.1360797666482,0.0002726357006092249,41.0
394,INCOME,<20k,1,8448750.069993708,9930113.800540641,-1481363.7305469327,220988.25313164588,0.035354739527142166,7.0
395,INCOME,20k-49999,1,16494158.805354875,18310190.663153112,-1816031.8577982374,180116.7322181335,0.028815921488182576,8.0
396,INCOME,50k-74999,1,10109546.38601226,9887841.36918734,221705.01682491973,4971.066246927233,0.0007952945454869189,35.0
397,INCOME,>75k,1,27404339.923229024,24328649.35170876,3075690.571520265,388836.7313360217,0.06220792806928514,5.0
398,INCOME,<20k,2,5984291.828232271,6827224.898697045,-842933.070464774,104073.9351385327,0.016650237359881644,11.0
399,INCOME,20k-49999,2,12794469.615676003,12588756.997786175,205712.61788982712,3361.545636835145,0.0005377958724715978,38.0
400,INCOME,50k-74999,2,7014994.8492964525,6798161.445683243,216833.40361320972,6916.094196666102,0.0011064692598056216,32.0
401,INCOME,>75k,2,17146999.043741968,16726611.994780226,420387.04896174185,10565.515060067844,0.0016903207642275568,29.0
402,INCOME,<20k,3,6734951.113739157,4230081.309799472,2504869.803939685,1483274.735205096,0.23730126451168063,1.0
403,INCOME,20k-49999,3,9265115.670193924,7799869.856360744,1465245.81383318,275253.9894245591,0.04403642710418104,6.0
404,INCOME,50k-74999,3,3760189.8692859528,4212073.880541447,-451884.01125549385,48479.481941590784,0.0077559754066868535,12.0
405,INCOME,>75k,3,6845412.454613658,10363644.061131027,-3518231.606517369,1194363.0603371891,0.1910798166901063,2.0
406,INCOME,<20k,4,2244987.0189456297,2491217.067218479,-246230.04827284906,24337.195449669907,0.0038935789289743627,22.0
407,INCOME,20k-49999,4,4420964.403860285,4593568.653924992,-172604.25006470736,6485.638810458172,0.0010376029836946883,33.0
408,INCOME,50k-74999,4,2484209.568476295,2480611.9719924377,3597.596483857371,5.217543334787378,8.347271086083299e-07,49.0
409,INCOME,>75k,4,6518686.038360889,6103449.336507187,415236.70185370184,28249.848415226057,0.004519543542464168,19.0
410,INCOME,<20k,5,1733328.6352695208,1871575.4339504952,-138246.7986809744,10211.812464964956,0.0016337337604265566,30.0
411,INCOME,20k-49999,5,3168161.014073843,3451008.087565052,-282847.0734912087,23182.34699907326,0.003708820845295383,23.0
412,INCOME,50k-74999,5,1862310.9414915836,1863608.1492200939,-1297.2077285102569,0.9029515628652717,1.4445843549752058e-07,51.0
413,INCOME,>75k,5,5007726.493214361,4585335.413313665,422391.07990069594,38909.743409750314,0.006224963652254258,17.0
414,INCOME,<20k,6,1711832.9265048488,1676867.2804937838,34965.64601106499,729.095507553281,0.00011664412653011037,45.0
415,INCOME,20k-49999,6,2893085.1417024056,3091984.6679876493,-198899.5262852437,12794.701722192489,0.002046956525087871,26.0
416,INCOME,50k-74999,6,1677993.415572835,1669728.8671354789,8264.548437356018,40.90649818529,6.5444138673149124e-06,47.0
417,INCOME,>75k,6,4263972.3076059045,4108302.97576908,155669.3318368243,5898.528179993074,0.0009436742652240988,34.0
418,INCOME,<20k,7,1359059.3808830578,1365136.8907425134,-6077.509859455517,27.056719617099382,4.3286611888443495e-06,48.0
419,INCOME,20k-49999,7,2194950.006089601,2517183.3125858577,-322233.3064962565,41250.19552463314,0.006599400183268141,16.0
420,INCOME,50k-74999,7,1290274.5308274345,1359325.5116726551,-69050.98084522062,3507.6498710157634,0.0005611703146424727,37.0
421,INCOME,>75k,7,3741929.382131163,3344567.5849302295,397361.79720093356,47209.80929977222,0.007552847209146449,13.0
422,INCOME,<20k,8,1304888.69436102,1086344.245641299,218544.44871972105,43965.50748792502,0.007033808554920046,14.0
423,INCOME,20k-49999,8,1926380.9906591394,2003116.0430838624,-76735.05242472305,2939.554246472818,0.00047028370620242976,39.0
424,INCOME,50k-74999,8,1132862.8263348925,1081719.685090198,51143.14124469459,2418.0209830947847,0.0003868463631754834,40.0
425,INCOME,>75k,8,2468576.7015325543,2661529.239072245,-192952.53753969073,13988.454906467088,0.002237938770938663,25.0
426,INCOME,<20k,9,1922429.9447450645,988289.0889412604,934140.8558038041,882959.3974539248,0.14125999489859584,3.0
427,INCOME,20k-49999,9,2342753.140217933,1822311.6081351598,520441.53208277305,148635.05621513585,0.023779334976496733,9.0
428,INCOME,50k-74999,9,803391.737194275,984081.9485691923,-180690.2113749173,33177.066741425646,0.005307823091478812,18.0
429,INCOME,>75k,9,1147403.2069976996,2421295.3835093593,-1273892.1765116598,670220.2830889514,0.10722499136776122,4.0
430,INCOME,<20k,10,148979.37520006424,87909.65298502921,61069.72221503503,42424.36234001139,0.006787248909753989,15.0
431,INCOME,20k-49999,10,206730.83558580375,162097.08565473594,44633.74993106781,12289.990439139588,0.0019662104415477874,27.0
